timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1742813472819,55,/assets/js/HomePageAjaxService.js-22,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,5252,634,5,5,https://uat.canararobeco.com/assets/js/HomePageAjaxService.js?v=1742469977612,55,0,0
1742813472824,56,/Investor_assets_home/Js/form-validation_home.js-21,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,5583,649,5,5,https://uat.canararobeco.com/Investor_assets_home/Js/form-validation_home.js?v=1742469977612,56,0,0
1742813472826,56,/Investor_assets_home/Js/form-validation_home.js-21,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,5582,649,5,5,https://uat.canararobeco.com/Investor_assets_home/Js/form-validation_home.js?v=1742469977612,56,0,0
1742813472848,55,/assets/js/HomePageAjaxService.js-22,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,5252,634,5,5,https://uat.canararobeco.com/assets/js/HomePageAjaxService.js?v=1742469977612,55,0,0
1742813472881,22,/assets/js/HomePageAjaxService.js-22,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,5251,634,5,5,https://uat.canararobeco.com/assets/js/HomePageAjaxService.js?v=1742469977612,21,0,0
1742813472877,51,/Investor_assets_home/Custom/Inv_common_home.js-23,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,9256,648,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/Inv_common_home.js?v=1742469977612,50,0,0
1742813472882,48,/assets/js/HomePageAjaxService.js-22,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,5252,634,5,5,https://uat.canararobeco.com/assets/js/HomePageAjaxService.js?v=1742469977612,48,0,0
1742813472906,54,/Investor_assets_home/Custom/Inv_common_home.js-23,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,9256,648,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/Inv_common_home.js?v=1742469977612,54,0,0
1742813472904,60,/Investor_assets_home/Custom/Inv_common_home.js-23,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,9255,648,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/Inv_common_home.js?v=1742469977612,59,0,0
1742813472931,33,/Investor_assets_home/Custom/Inv_common_home.js-23,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,9254,648,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/Inv_common_home.js?v=1742469977612,33,0,0
1742813472961,10,/Investor_assets_home/Custom/validation_home.js-24,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,9186,648,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/validation_home.js?v=1742469977612,10,0,0
1742813472966,10,/Investor_assets_home/Custom/validation_home.js-24,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,8169,648,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/validation_home.js?v=1742469977612,10,0,0
1742813472929,66,/Investor_assets_home/Custom/validation_home.js-24,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,8170,648,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/validation_home.js?v=1742469977612,66,0,0
1742813472964,53,/Investor_assets_home/Custom/validation_home.js-24,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,8170,648,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/validation_home.js?v=1742469977612,53,0,0
1742813472973,48,/Investor_assets_home/Custom/HomePage_home.js-25,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,5414,646,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePage_home.js?v=1742469977612,48,0,0
1742813472996,25,/Investor_assets_home/Custom/HomePage_home.js-25,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,5413,646,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePage_home.js?v=1742469977612,25,0,0
1742813473018,9,/Investor_assets_home/Custom/HomePage_home.js-25,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,5414,646,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePage_home.js?v=1742469977612,9,0,0
1742813472977,60,/Investor_assets_home/Custom/HomePage_home.js-25,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,5415,646,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePage_home.js?v=1742469977612,60,0,0
1742813472815,235,/home,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,30532,454,5,5,https://uat.canararobeco.com/,234,0,24
1742813473053,10,/Investor_assets_home/css/bootstrap_home.css-9,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,9822,674,5,5,https://uat.canararobeco.com/Investor_assets_home/css/bootstrap_home.css?v=1742469976195,10,0,0
1742813473022,47,/Investor_assets_home/Custom/DeveloperCharmbar_home.js-26,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,7316,655,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/DeveloperCharmbar_home.js?v=1742469977612,47,0,0
1742813473069,7,/Investor_assets_home/Custom/HomePageBinding_home.js-27,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,12515,653,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePageBinding_home.js?v=1742469977612,7,0,0
1742813473022,59,/Investor_assets_home/Custom/DeveloperCharmbar_home.js-26,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,7315,655,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/DeveloperCharmbar_home.js?v=1742469977612,59,0,0
1742813473064,15,/Investor_assets_home/css/layout_home.css-10,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,61138,671,5,5,https://uat.canararobeco.com/Investor_assets_home/css/layout_home.css?v=1742469976195,10,0,0
1742813473037,46,/Investor_assets_home/Custom/DeveloperCharmbar_home.js-26,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,7315,655,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/DeveloperCharmbar_home.js?v=1742469977612,45,0,0
1742813473028,55,/Investor_assets_home/Custom/DeveloperCharmbar_home.js-26,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,7316,655,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/DeveloperCharmbar_home.js?v=1742469977612,55,0,0
1742813473081,8,/Investor_assets_home/Custom/HomePageBinding_home.js-27,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,12515,653,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePageBinding_home.js?v=1742469977612,8,0,0
1742813473082,10,/Investor_assets_home/css/homepage_home.css-12,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,20370,673,5,5,https://uat.canararobeco.com/Investor_assets_home/css/homepage_home.css?v=1742469976195,9,0,0
1742813473093,9,/Investor_assets_home/css/developer_home.css-13,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,20711,674,5,5,https://uat.canararobeco.com/Investor_assets_home/css/developer_home.css?v=1742469976195,8,0,0
1742813473103,11,/Investor-assets/js/jquery-3.6.0.min.js-14,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,35234,640,5,5,https://uat.canararobeco.com/Investor-assets/js/jquery-3.6.0.min.js?v=1742469977612,10,0,0
1742813473084,42,/Investor_assets_home/Custom/HomePageBinding_home.js-27,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,7467,653,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePageBinding_home.js?v=1742469977612,42,0,0
1742813473116,13,/Investor_assets_home/Js/vendor_home.js-15,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,43668,640,5,5,https://uat.canararobeco.com/Investor_assets_home/Js/vendor_home.js?v=1742469977612,12,0,0
1742813473130,10,/Investor_assets_home/Js/skrollr.min.js-16,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,9828,640,5,5,https://uat.canararobeco.com/Investor_assets_home/Js/skrollr.min.js?v=1742469977612,10,0,0
1742813473084,59,/Investor_assets_home/Custom/HomePageBinding_home.js-27,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,7468,653,5,5,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePageBinding_home.js?v=1742469977612,59,0,0
1742813473141,9,/Investor_assets_home/Js/home_new.js-17,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,5569,637,5,5,https://uat.canararobeco.com/Investor_assets_home/Js/home_new.js?v=1742469977612,9,0,0
1742813473077,79,/HomePageAjaxService/LatestUpdateForHomePage-28,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,5099,808,5,5,https://uat.canararobeco.com/HomePageAjaxService/LatestUpdateForHomePage,79,0,0
1742813473089,69,/HomePageAjaxService/LatestUpdateForHomePage-28,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,5099,808,5,5,https://uat.canararobeco.com/HomePageAjaxService/LatestUpdateForHomePage,68,0,0
1742813473150,9,/Investor_assets_home/Js/global_home.js-18,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,14515,640,5,5,https://uat.canararobeco.com/Investor_assets_home/Js/global_home.js?v=1742469977612,9,0,0
1742813473160,14,/Investor-assets/Custom/angular.min.js-19,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,82679,639,5,5,https://uat.canararobeco.com/Investor-assets/Custom/angular.min.js?v=1742469977612,10,0,0
1742813473174,9,/Investor-assets/Custom/app.js-20,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,4378,631,5,5,https://uat.canararobeco.com/Investor-assets/Custom/app.js?v=1742469977612,9,0,0
1742813473127,77,/HomePageAjaxService/LatestUpdateForHomePage-28,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,5099,808,5,5,https://uat.canararobeco.com/HomePageAjaxService/LatestUpdateForHomePage,77,0,0
1742813473144,98,/HomePageAjaxService/LatestUpdateForHomePage-28,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,5099,808,5,5,https://uat.canararobeco.com/HomePageAjaxService/LatestUpdateForHomePage,98,0,0
1742813473184,523,/Investor_assets_home/Js/form-validation_home.js-21,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,5583,649,6,6,https://uat.canararobeco.com/Investor_assets_home/Js/form-validation_home.js?v=1742469977612,523,0,0
1742813473707,12,/assets/js/HomePageAjaxService.js-22,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,5251,634,6,6,https://uat.canararobeco.com/assets/js/HomePageAjaxService.js?v=1742469977612,11,0,0
1742813473719,11,/Investor_assets_home/Custom/Inv_common_home.js-23,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,9254,648,6,6,https://uat.canararobeco.com/Investor_assets_home/Custom/Inv_common_home.js?v=1742469977612,10,0,0
1742813473730,9,/Investor_assets_home/Custom/validation_home.js-24,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,9186,648,6,6,https://uat.canararobeco.com/Investor_assets_home/Custom/validation_home.js?v=1742469977612,9,0,0
1742813473740,10,/Investor_assets_home/Custom/HomePage_home.js-25,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,5414,646,6,6,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePage_home.js?v=1742469977612,10,0,0
1742813473415,349,/home,200,OK,10.0.2.43-Thread Group Static pages 2025 1-6,text,true,,30532,454,6,6,https://uat.canararobeco.com/,348,0,24
1742813473766,3,/Investor_assets_home/css/bootstrap_home.css-9,200,OK,10.0.2.43-Thread Group Static pages 2025 1-6,text,true,,8468,674,6,6,https://uat.canararobeco.com/Investor_assets_home/css/bootstrap_home.css?v=1742469976195,2,0,0
1742813473750,20,/Investor_assets_home/Custom/DeveloperCharmbar_home.js-26,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,7315,655,6,6,https://uat.canararobeco.com/Investor_assets_home/Custom/DeveloperCharmbar_home.js?v=1742469977612,20,0,0
1742813473769,7,/Investor_assets_home/css/layout_home.css-10,200,OK,10.0.2.43-Thread Group Static pages 2025 1-6,text,true,,61138,671,6,6,https://uat.canararobeco.com/Investor_assets_home/css/layout_home.css?v=1742469976195,3,0,0
1742813471043,679,/home,200,OK,10.0.2.215-Thread Group Static pages 2025 1-1,text,true,,30530,454,2,2,https://uat.canararobeco.com/,676,0,449
1742813471772,97,/Investor_assets_home/css/bootstrap_home.css-9,200,OK,10.0.2.215-Thread Group Static pages 2025 1-1,text,true,,8468,674,2,2,https://uat.canararobeco.com/Investor_assets_home/css/bootstrap_home.css?v=1742469976195,96,0,0
1742813471777,88,/Investor_assets_home/css/bootstrap_home.css-9,200,OK,10.0.2.215-Thread Group Static pages 2025 1-2,text,true,,9823,674,2,2,https://uat.canararobeco.com/Investor_assets_home/css/bootstrap_home.css?v=1742469976195,88,0,0
1742813471870,107,/Investor_assets_home/css/layout_home.css-10,200,OK,10.0.2.215-Thread Group Static pages 2025 1-2,text,true,,61139,671,2,2,https://uat.canararobeco.com/Investor_assets_home/css/layout_home.css?v=1742469976195,103,0,0
1742813471873,107,/Investor_assets_home/css/layout_home.css-10,200,OK,10.0.2.215-Thread Group Static pages 2025 1-1,text,true,,90339,671,2,2,https://uat.canararobeco.com/Investor_assets_home/css/layout_home.css?v=1742469976195,86,0,0
1742813471979,95,/Investor_assets_home/css/homepage_home.css-12,200,OK,10.0.2.215-Thread Group Static pages 2025 1-2,text,true,,30812,673,3,3,https://uat.canararobeco.com/Investor_assets_home/css/homepage_home.css?v=1742469976195,94,0,0
1742813471981,137,/Investor_assets_home/css/homepage_home.css-12,200,OK,10.0.2.215-Thread Group Static pages 2025 1-1,text,true,,20370,673,3,3,https://uat.canararobeco.com/Investor_assets_home/css/homepage_home.css?v=1742469976195,136,0,0
1742813472075,81,/Investor_assets_home/css/developer_home.css-13,200,OK,10.0.2.215-Thread Group Static pages 2025 1-2,text,true,,28874,674,3,3,https://uat.canararobeco.com/Investor_assets_home/css/developer_home.css?v=1742469976195,80,0,0
1742813472119,131,/Investor_assets_home/css/developer_home.css-13,200,OK,10.0.2.215-Thread Group Static pages 2025 1-1,text,true,,20711,674,3,3,https://uat.canararobeco.com/Investor_assets_home/css/developer_home.css?v=1742469976195,131,0,0
1742813472157,103,/Investor-assets/js/jquery-3.6.0.min.js-14,200,OK,10.0.2.215-Thread Group Static pages 2025 1-2,text,true,,44068,640,3,3,https://uat.canararobeco.com/Investor-assets/js/jquery-3.6.0.min.js?v=1742469977612,100,0,0
1742813472253,74,/Investor-assets/js/jquery-3.6.0.min.js-14,200,OK,10.0.2.215-Thread Group Static pages 2025 1-1,text,true,,35235,640,3,3,https://uat.canararobeco.com/Investor-assets/js/jquery-3.6.0.min.js?v=1742469977612,72,0,0
1742813472261,88,/Investor_assets_home/Js/vendor_home.js-15,200,OK,10.0.2.215-Thread Group Static pages 2025 1-2,text,true,,56328,640,3,3,https://uat.canararobeco.com/Investor_assets_home/Js/vendor_home.js?v=1742469977612,85,0,0
1742813472327,26,/Investor_assets_home/Js/vendor_home.js-15,200,OK,10.0.2.215-Thread Group Static pages 2025 1-1,text,true,,56326,640,3,3,https://uat.canararobeco.com/Investor_assets_home/Js/vendor_home.js?v=1742469977612,19,0,0
